,label,name
20163,14,141163
8531,8,8531
22540,14,143540
16112,16,16112
4901,4,4901
9053,9,953
13213,13,13213
7156,7,7156
20129,14,141129
9365,9,9365
18222,18,18222
2892,2,2892
21023,14,142023
15434,15,15434
17570,17,17570
13823,13,13823
18805,18,18805
14490,14,14490
13386,13,13386
7433,7,7433
21836,14,142836
1000,1,10
15454,15,15454
6492,6,6492
3641,3,3641
14064,14,1464
7834,7,7834
18231,18,18231
4237,4,4237
6429,6,6429
19821,19,19821
7675,7,7675
14325,14,14325
9799,9,9799
15766,15,15766
2017,2,217
16673,16,16673
10002,10,102
1196,1,1196
10243,10,10243
9647,9,9647
264,0,264
2832,2,2832
18519,18,18519
22968,14,143968
21464,14,142464
15628,15,15628
15874,15,15874
22020,14,143020
20055,14,141055
7182,7,7182
7199,7,7199
4339,4,4339
16939,16,16939
9393,9,9393
10943,10,10943
6165,6,6165
9438,9,9438
3201,3,3201
2521,2,2521
15943,15,15943
9704,9,9704
13621,13,13621
22758,14,143758
16304,16,16304
19308,19,19308
5963,5,5963
6493,6,6493
2065,2,265
20772,14,141772
22784,14,143784
2202,2,2202
10334,10,10334
19387,19,19387
236,0,236
7168,7,7168
4598,4,4598
1389,1,1389
22740,14,143740
22720,14,143720
5166,5,5166
17474,17,17474
9855,9,9855
13198,13,13198
20031,14,141031
2880,2,2880
7889,7,7889
6664,6,6664
22857,14,143857
16535,16,16535
10425,10,10425
8005,8,85
4449,4,4449
16012,16,1612
15093,15,1593
11686,11,11686
18325,18,18325
10071,10,1071
13302,13,13302
10128,10,10128
13500,13,13500
9529,9,9529
15575,15,15575
6473,6,6473
5232,5,5232
9258,9,9258
741,0,741
15998,15,15998
613,0,613
11166,11,11166
3655,3,3655
11315,11,11315
10910,10,10910
16863,16,16863
4873,4,4873
1183,1,1183
1392,1,1392
7505,7,7505
5383,5,5383
12731,12,12731
15704,15,15704
7183,7,7183
11341,11,11341
9731,9,9731
2687,2,2687
15552,15,15552
22858,14,143858
11214,11,11214
20882,14,141882
12467,12,12467
19976,19,19976
2039,2,239
12125,12,12125
21159,14,142159
1512,1,1512
1260,1,1260
5895,5,5895
9749,9,9749
1025,1,125
4199,4,4199
8388,8,8388
18437,18,18437
6489,6,6489
20105,14,141105
1480,1,1480
14491,14,14491
14984,14,14984
12055,12,1255
17967,17,17967
5865,5,5865
6200,6,6200
10385,10,10385
14577,14,14577
9078,9,978
1268,1,1268
244,0,244
6084,6,684
14499,14,14499
14232,14,14232
13588,13,13588
19182,19,19182
21298,14,142298
9565,9,9565
2117,2,2117
14700,14,14700
21736,14,142736
6460,6,6460
2210,2,2210
4393,4,4393
1013,1,113
13817,13,13817
10124,10,10124
16669,16,16669
9522,9,9522
10208,10,10208
14215,14,14215
20610,14,141610
10357,10,10357
878,0,878
4321,4,4321
9047,9,947
19874,19,19874
6158,6,6158
3612,3,3612
17339,17,17339
2128,2,2128
13104,13,13104
21246,14,142246
7377,7,7377
9488,9,9488
8214,8,8214
17125,17,17125
16601,16,16601
11481,11,11481
16174,16,16174
11878,11,11878
5306,5,5306
7841,7,7841
5553,5,5553
4118,4,4118
11302,11,11302
16276,16,16276
10938,10,10938
18299,18,18299
15564,15,15564
20113,14,141113
11920,11,11920
2186,2,2186
757,0,757
22557,14,143557
17849,17,17849
2572,2,2572
12840,12,12840
15746,15,15746
8268,8,8268
4942,4,4942
9196,9,9196
15379,15,15379
13311,13,13311
9854,9,9854
11267,11,11267
22681,14,143681
15144,15,15144
4296,4,4296
18137,18,18137
22287,14,143287
12753,12,12753
12306,12,12306
4303,4,4303
17767,17,17767
7322,7,7322
4580,4,4580
18168,18,18168
10318,10,10318
1908,1,1908
20167,14,141167
4322,4,4322
22501,14,143501
22181,14,143181
10226,10,10226
19415,19,19415
7940,7,7940
8108,8,8108
14557,14,14557
804,0,804
14813,14,14813
991,0,991
11521,11,11521
9637,9,9637
5029,5,529
2055,2,255
2554,2,2554
18372,18,18372
6712,6,6712
9937,9,9937
15026,15,1526
15717,15,15717
5095,5,595
861,0,861
9135,9,9135
1054,1,154
16723,16,16723
4924,4,4924
15490,15,15490
8692,8,8692
2761,2,2761
7880,7,7880
975,0,975
16999,16,16999
15040,15,1540
4872,4,4872
21521,14,142521
19616,19,19616
14536,14,14536
20265,14,141265
7660,7,7660
18490,18,18490
7500,7,7500
22431,14,143431
7744,7,7744
6909,6,6909
22397,14,143397
369,0,369
16201,16,16201
2217,2,2217
8040,8,840
2028,2,228
8061,8,861
3260,3,3260
6346,6,6346
21369,14,142369
15749,15,15749
17821,17,17821
9814,9,9814
1443,1,1443
232,0,232
15520,15,15520
10256,10,10256
18453,18,18453
15166,15,15166
21553,14,142553
2526,2,2526
6201,6,6201
5988,5,5988
6002,6,62
8319,8,8319
18977,18,18977
19445,19,19445
20888,14,141888
10399,10,10399
4308,4,4308
14427,14,14427
2878,2,2878
5984,5,5984
17886,17,17886
13984,13,13984
2995,2,2995
6411,6,6411
21641,14,142641
11079,11,1179
9954,9,9954
2658,2,2658
21569,14,142569
4729,4,4729
22059,14,143059
6060,6,660
13493,13,13493
6722,6,6722
598,0,598
11844,11,11844
8846,8,8846
14572,14,14572
13813,13,13813
10291,10,10291
7890,7,7890
10395,10,10395
21551,14,142551
13385,13,13385
207,0,207
13787,13,13787
12732,12,12732
3265,3,3265
20780,14,141780
6225,6,6225
3032,3,332
2835,2,2835
10134,10,10134
2496,2,2496
13053,13,1353
8783,8,8783
938,0,938
2194,2,2194
11452,11,11452
22577,14,143577
16299,16,16299
8444,8,8444
2512,2,2512
7643,7,7643
1883,1,1883
9094,9,994
22647,14,143647
18592,18,18592
21516,14,142516
7104,7,7104
18524,18,18524
22311,14,143311
13030,13,1330
16303,16,16303
4725,4,4725
11282,11,11282
14515,14,14515
13501,13,13501
18246,18,18246
15585,15,15585
2882,2,2882
15347,15,15347
11719,11,11719
7548,7,7548
3573,3,3573
12364,12,12364
15927,15,15927
9633,9,9633
2064,2,264
9764,9,9764
6564,6,6564
21612,14,142612
22791,14,143791
20858,14,141858
1798,1,1798
15805,15,15805
9101,9,9101
8152,8,8152
12947,12,12947
18363,18,18363
9735,9,9735
1364,1,1364
6,0,6
3338,3,3338
9839,9,9839
19770,19,19770
8360,8,8360
17276,17,17276
899,0,899
1406,1,1406
8247,8,8247
15605,15,15605
710,0,710
8580,8,8580
19661,19,19661
5031,5,531
21490,14,142490
16046,16,1646
5427,5,5427
12869,12,12869
11188,11,11188
17584,17,17584
18393,18,18393
15289,15,15289
4887,4,4887
22953,14,143953
9838,9,9838
11558,11,11558
1586,1,1586
17883,17,17883
19904,19,19904
15334,15,15334
17150,17,17150
3860,3,3860
19885,19,19885
17433,17,17433
18326,18,18326
1928,1,1928
9269,9,9269
17347,17,17347
16899,16,16899
664,0,664
15689,15,15689
1439,1,1439
20284,14,141284
22031,14,143031
12943,12,12943
6920,6,6920
19685,19,19685
3693,3,3693
5194,5,5194
17403,17,17403
19613,19,19613
10701,10,10701
4588,4,4588
5996,5,5996
14718,14,14718
13379,13,13379
22723,14,143723
16444,16,16444
12978,12,12978
13354,13,13354
3130,3,3130
12773,12,12773
13766,13,13766
20480,14,141480
7310,7,7310
2811,2,2811
6401,6,6401
6453,6,6453
1419,1,1419
12745,12,12745
18543,18,18543
10666,10,10666
6487,6,6487
18019,18,1819
302,0,302
11450,11,11450
19061,19,1961
20584,14,141584
6326,6,6326
12167,12,12167
18105,18,18105
1513,1,1513
2427,2,2427
22561,14,143561
16176,16,16176
11890,11,11890
18919,18,18919
8693,8,8693
11804,11,11804
5660,5,5660
2606,2,2606
1093,1,193
10610,10,10610
22870,14,143870
8194,8,8194
16562,16,16562
14903,14,14903
9066,9,966
2354,2,2354
10317,10,10317
8833,8,8833
296,0,296
3361,3,3361
20264,14,141264
16978,16,16978
17713,17,17713
14596,14,14596
3482,3,3482
5469,5,5469
21678,14,142678
2492,2,2492
9813,9,9813
16125,16,16125
1802,1,1802
7205,7,7205
520,0,520
5459,5,5459
18512,18,18512
22657,14,143657
19826,19,19826
14314,14,14314
786,0,786
12239,12,12239
6871,6,6871
16732,16,16732
4945,4,4945
906,0,906
5838,5,5838
12086,12,1286
2021,2,221
5248,5,5248
6685,6,6685
7849,7,7849
20875,14,141875
3724,3,3724
3096,3,396
15705,15,15705
1902,1,1902
20325,14,141325
22459,14,143459
2937,2,2937
3722,3,3722
2455,2,2455
22052,14,143052
4014,4,414
20012,14,141012
8395,8,8395
12495,12,12495
20181,14,141181
11491,11,11491
3465,3,3465
3267,3,3267
5180,5,5180
14866,14,14866
22556,14,143556
13022,13,1322
8967,8,8967
9361,9,9361
19879,19,19879
20229,14,141229
8127,8,8127
4397,4,4397
15709,15,15709
7910,7,7910
15239,15,15239
16177,16,16177
3949,3,3949
18415,18,18415
12825,12,12825
14021,14,1421
2222,2,2222
19591,19,19591
3031,3,331
729,0,729
4434,4,4434
17860,17,17860
2820,2,2820
13900,13,13900
5500,5,5500
9876,9,9876
4803,4,4803
5489,5,5489
18025,18,1825
5938,5,5938
17743,17,17743
3188,3,3188
6385,6,6385
7646,7,7646
2806,2,2806
1341,1,1341
4446,4,4446
4130,4,4130
21745,14,142745
20924,14,141924
12174,12,12174
14466,14,14466
4741,4,4741
3865,3,3865
12200,12,12200
11921,11,11921
312,0,312
13802,13,13802
22897,14,143897
20764,14,141764
10837,10,10837
10831,10,10831
3849,3,3849
3468,3,3468
19180,19,19180
15573,15,15573
8583,8,8583
10193,10,10193
7335,7,7335
5417,5,5417
2269,2,2269
22235,14,143235
6240,6,6240
22011,14,143011
17665,17,17665
10216,10,10216
9599,9,9599
19381,19,19381
21900,14,142900
11722,11,11722
15916,15,15916
21232,14,142232
2019,2,219
5652,5,5652
21727,14,142727
14496,14,14496
10815,10,10815
8918,8,8918
9484,9,9484
3072,3,372
7884,7,7884
9080,9,980
11986,11,11986
927,0,927
18384,18,18384
4221,4,4221
17981,17,17981
14501,14,14501
3528,3,3528
17845,17,17845
3094,3,394
19944,19,19944
19948,19,19948
6435,6,6435
19584,19,19584
11229,11,11229
20919,14,141919
21037,14,142037
1661,1,1661
10510,10,10510
6900,6,6900
418,0,418
14624,14,14624
19510,19,19510
120,0,120
16042,16,1642
15412,15,15412
17497,17,17497
15054,15,1554
11180,11,11180
16127,16,16127
18569,18,18569
19579,19,19579
16209,16,16209
4712,4,4712
5889,5,5889
15086,15,1586
6223,6,6223
10648,10,10648
14429,14,14429
6741,6,6741
15360,15,15360
16919,16,16919
16553,16,16553
10972,10,10972
7676,7,7676
2557,2,2557
12783,12,12783
13230,13,13230
10030,10,1030
11648,11,11648
20985,14,141985
11584,11,11584
15658,15,15658
3235,3,3235
5673,5,5673
15886,15,15886
3530,3,3530
2680,2,2680
6820,6,6820
22314,14,143314
4780,4,4780
16137,16,16137
8872,8,8872
16772,16,16772
17447,17,17447
3856,3,3856
9431,9,9431
15518,15,15518
7617,7,7617
16254,16,16254
11710,11,11710
18535,18,18535
735,0,735
4284,4,4284
18014,18,1814
967,0,967
3910,3,3910
15945,15,15945
9747,9,9747
19370,19,19370
16291,16,16291
19462,19,19462
17380,17,17380
11234,11,11234
11368,11,11368
15198,15,15198
20111,14,141111
8418,8,8418
5510,5,5510
20483,14,141483
11981,11,11981
551,0,551
5834,5,5834
19467,19,19467
15378,15,15378
18763,18,18763
17820,17,17820
22239,14,143239
6954,6,6954
11785,11,11785
15183,15,15183
11223,11,11223
21895,14,142895
6996,6,6996
6183,6,6183
14806,14,14806
12514,12,12514
14043,14,1443
13654,13,13654
21863,14,142863
10156,10,10156
17954,17,17954
6914,6,6914
20633,14,141633
15233,15,15233
8866,8,8866
4148,4,4148
2710,2,2710
22843,14,143843
22746,14,143746
146,0,146
17310,17,17310
2425,2,2425
10984,10,10984
19558,19,19558
22158,14,143158
13034,13,1334
12934,12,12934
7937,7,7937
6307,6,6307
7376,7,7376
6012,6,612
5191,5,5191
3620,3,3620
17959,17,17959
9847,9,9847
15914,15,15914
8000,8,80
20431,14,141431
17734,17,17734
11690,11,11690
6750,6,6750
13749,13,13749
18370,18,18370
9611,9,9611
16248,16,16248
11270,11,11270
1662,1,1662
3430,3,3430
11210,11,11210
7651,7,7651
1230,1,1230
12255,12,12255
15644,15,15644
13572,13,13572
13762,13,13762
6828,6,6828
10767,10,10767
19112,19,19112
21644,14,142644
19008,19,198
688,0,688
11849,11,11849
16944,16,16944
3172,3,3172
9859,9,9859
19434,19,19434
19060,19,1960
6274,6,6274
14158,14,14158
5839,5,5839
13602,13,13602
2586,2,2586
8742,8,8742
5609,5,5609
16755,16,16755
10515,10,10515
1313,1,1313
8288,8,8288
12571,12,12571
10104,10,10104
5206,5,5206
14642,14,14642
5531,5,5531
13014,13,1314
994,0,994
11404,11,11404
13624,13,13624
15794,15,15794
3508,3,3508
10926,10,10926
6348,6,6348
17373,17,17373
4181,4,4181
15714,15,15714
19633,19,19633
8534,8,8534
7265,7,7265
10782,10,10782
18478,18,18478
5548,5,5548
17857,17,17857
21647,14,142647
17112,17,17112
7892,7,7892
19774,19,19774
14367,14,14367
16436,16,16436
13687,13,13687
18101,18,18101
21533,14,142533
13723,13,13723
22840,14,143840
3840,3,3840
22321,14,143321
9421,9,9421
8129,8,8129
14388,14,14388
10516,10,10516
18252,18,18252
21874,14,142874
17684,17,17684
12639,12,12639
11593,11,11593
5145,5,5145
21898,14,142898
22923,14,143923
9476,9,9476
9586,9,9586
10785,10,10785
2896,2,2896
16992,16,16992
17319,17,17319
18319,18,18319
20837,14,141837
14525,14,14525
7269,7,7269
17824,17,17824
5901,5,5901
17316,17,17316
631,0,631
106,0,106
20640,14,141640
17290,17,17290
5014,5,514
12152,12,12152
5625,5,5625
12834,12,12834
19475,19,19475
11581,11,11581
22407,14,143407
18582,18,18582
11398,11,11398
18611,18,18611
21835,14,142835
16381,16,16381
11838,11,11838
3710,3,3710
3439,3,3439
1519,1,1519
4242,4,4242
18785,18,18785
8690,8,8690
13592,13,13592
20305,14,141305
6771,6,6771
11592,11,11592
7027,7,727
17207,17,17207
3965,3,3965
11096,11,1196
19886,19,19886
13488,13,13488
5954,5,5954
6100,6,6100
3449,3,3449
16289,16,16289
12422,12,12422
18863,18,18863
7775,7,7775
2486,2,2486
10810,10,10810
12346,12,12346
3867,3,3867
5561,5,5561
308,0,308
17255,17,17255
3146,3,3146
7903,7,7903
16811,16,16811
22782,14,143782
13888,13,13888
17577,17,17577
8868,8,8868
16655,16,16655
2459,2,2459
19977,19,19977
1794,1,1794
5666,5,5666
11987,11,11987
13055,13,1355
16005,16,165
6530,6,6530
8595,8,8595
19335,19,19335
9451,9,9451
12586,12,12586
20146,14,141146
7093,7,793
6873,6,6873
1242,1,1242
21469,14,142469
13199,13,13199
1459,1,1459
15770,15,15770
6806,6,6806
20202,14,141202
22285,14,143285
6482,6,6482
7809,7,7809
9480,9,9480
7571,7,7571
11312,11,11312
11023,11,1123
7718,7,7718
4273,4,4273
7053,7,753
848,0,848
3824,3,3824
3952,3,3952
17891,17,17891
16144,16,16144
17422,17,17422
12871,12,12871
10201,10,10201
20575,14,141575
12090,12,1290
3823,3,3823
15999,15,15999
7056,7,756
6101,6,6101
1012,1,112
4904,4,4904
14456,14,14456
15265,15,15265
10784,10,10784
15248,15,15248
11058,11,1158
15418,15,15418
19689,19,19689
1338,1,1338
2419,2,2419
2287,2,2287
12714,12,12714
20072,14,141072
10591,10,10591
348,0,348
9879,9,9879
1396,1,1396
2129,2,2129
5071,5,571
10408,10,10408
4385,4,4385
709,0,709
11511,11,11511
21520,14,142520
19801,19,19801
11001,11,111
14287,14,14287
8838,8,8838
15036,15,1536
13124,13,13124
3249,3,3249
11797,11,11797
7089,7,789
7464,7,7464
18058,18,1858
7413,7,7413
6145,6,6145
20196,14,141196
21049,14,142049
1154,1,1154
18708,18,18708
9741,9,9741
5756,5,5756
9310,9,9310
14892,14,14892
1114,1,1114
10448,10,10448
7098,7,798
5982,5,5982
15035,15,1535
13427,13,13427
17831,17,17831
20138,14,141138
21425,14,142425
19169,19,19169
3657,3,3657
16528,16,16528
6496,6,6496
9441,9,9441
19714,19,19714
20065,14,141065
19856,19,19856
16003,16,163
13405,13,13405
15981,15,15981
15803,15,15803
6003,6,63
20713,14,141713
2998,2,2998
18587,18,18587
3644,3,3644
22092,14,143092
5992,5,5992
18918,18,18918
19403,19,19403
14584,14,14584
2464,2,2464
21140,14,142140
20130,14,141130
2378,2,2378
11115,11,11115
15327,15,15327
1235,1,1235
7894,7,7894
3067,3,367
17606,17,17606
13054,13,1354
1679,1,1679
19790,19,19790
11314,11,11314
20976,14,141976
8890,8,8890
17765,17,17765
8608,8,8608
12188,12,12188
2175,2,2175
6535,6,6535
9553,9,9553
11502,11,11502
10121,10,10121
1560,1,1560
634,0,634
17865,17,17865
1582,1,1582
9744,9,9744
7821,7,7821
4305,4,4305
14799,14,14799
4048,4,448
9276,9,9276
3687,3,3687
14786,14,14786
10299,10,10299
6592,6,6592
3828,3,3828
21788,14,142788
22192,14,143192
10352,10,10352
8567,8,8567
17660,17,17660
11857,11,11857
7044,7,744
3749,3,3749
16344,16,16344
21346,14,142346
13878,13,13878
4995,4,4995
8994,8,8994
21475,14,142475
12440,12,12440
1693,1,1693
9824,9,9824
18826,18,18826
18262,18,18262
3286,3,3286
1047,1,147
22863,14,143863
4057,4,457
9649,9,9649
16884,16,16884
763,0,763
11720,11,11720
7893,7,7893
19442,19,19442
3636,3,3636
18706,18,18706
11608,11,11608
7658,7,7658
13932,13,13932
19035,19,1935
18715,18,18715
12392,12,12392
15402,15,15402
14022,14,1422
18846,18,18846
917,0,917
9805,9,9805
2214,2,2214
17432,17,17432
20302,14,141302
3815,3,3815
5846,5,5846
10305,10,10305
7407,7,7407
6769,6,6769
16229,16,16229
14779,14,14779
21541,14,142541
1931,1,1931
5472,5,5472
13887,13,13887
18842,18,18842
15888,15,15888
3357,3,3357
12189,12,12189
408,0,408
1323,1,1323
5366,5,5366
3950,3,3950
8241,8,8241
4015,4,415
3943,3,3943
1766,1,1766
12280,12,12280
14460,14,14460
17745,17,17745
35,0,35
17504,17,17504
21096,14,142096
3616,3,3616
4686,4,4686
15604,15,15604
21261,14,142261
19336,19,19336
9025,9,925
7732,7,7732
15948,15,15948
4972,4,4972
3994,3,3994
6673,6,6673
22434,14,143434
21461,14,142461
7121,7,7121
4638,4,4638
17419,17,17419
18198,18,18198
13422,13,13422
4855,4,4855
13865,13,13865
20370,14,141370
21207,14,142207
14797,14,14797
12145,12,12145
6214,6,6214
3298,3,3298
6268,6,6268
21964,14,142964
15098,15,1598
5024,5,524
5045,5,545
16332,16,16332
10660,10,10660
13548,13,13548
2337,2,2337
21419,14,142419
2033,2,233
20486,14,141486
10109,10,10109
15820,15,15820
7037,7,737
19499,19,19499
15132,15,15132
5528,5,5528
19373,19,19373
22257,14,143257
16396,16,16396
9917,9,9917
11323,11,11323
5245,5,5245
14510,14,14510
9787,9,9787
12645,12,12645
5780,5,5780
20706,14,141706
5645,5,5645
10233,10,10233
15940,15,15940
4290,4,4290
3920,3,3920
10565,10,10565
799,0,799
22691,14,143691
16140,16,16140
12212,12,12212
11401,11,11401
14451,14,14451
97,0,97
13296,13,13296
12415,12,12415
9329,9,9329
18017,18,1817
12045,12,1245
13991,13,13991
4999,4,4999
2327,2,2327
19547,19,19547
7483,7,7483
15478,15,15478
14692,14,14692
930,0,930
12693,12,12693
17158,17,17158
15792,15,15792
5454,5,5454
11011,11,1111
3356,3,3356
10409,10,10409
13951,13,13951
8684,8,8684
1388,1,1388
9727,9,9727
16871,16,16871
17097,17,1797
10503,10,10503
8135,8,8135
12557,12,12557
13958,13,13958
18760,18,18760
11735,11,11735
4217,4,4217
3493,3,3493
11309,11,11309
20797,14,141797
16763,16,16763
21371,14,142371
22531,14,143531
3442,3,3442
15707,15,15707
2897,2,2897
3248,3,3248
4110,4,4110
8253,8,8253
20498,14,141498
18,0,18
19254,19,19254
12950,12,12950
20943,14,141943
8411,8,8411
6832,6,6832
4563,4,4563
14986,14,14986
7414,7,7414
22737,14,143737
6421,6,6421
110,0,110
15656,15,15656
22516,14,143516
22367,14,143367
8488,8,8488
12134,12,12134
8689,8,8689
9591,9,9591
13283,13,13283
9536,9,9536
20609,14,141609
17289,17,17289
18561,18,18561
6251,6,6251
11169,11,11169
17268,17,17268
12538,12,12538
4490,4,4490
8391,8,8391
17709,17,17709
19414,19,19414
18180,18,18180
2691,2,2691
22809,14,143809
21639,14,142639
16267,16,16267
11845,11,11845
16640,16,16640
3472,3,3472
5969,5,5969
3321,3,3321
7912,7,7912
20042,14,141042
1675,1,1675
9558,9,9558
536,0,536
1357,1,1357
17764,17,17764
11382,11,11382
5405,5,5405
12844,12,12844
11227,11,11227
17518,17,17518
22582,14,143582
19574,19,19574
16077,16,1677
21797,14,142797
14108,14,14108
6669,6,6669
13517,13,13517
2141,2,2141
21958,14,142958
15881,15,15881
7317,7,7317
10557,10,10557
673,0,673
12990,12,12990
7235,7,7235
18112,18,18112
15677,15,15677
6752,6,6752
456,0,456
15761,15,15761
12983,12,12983
15939,15,15939
22040,14,143040
13045,13,1345
21259,14,142259
1310,1,1310
15872,15,15872
1072,1,172
15447,15,15447
22685,14,143685
12608,12,12608
11420,11,11420
1898,1,1898
4312,4,4312
20019,14,141019
3418,3,3418
18757,18,18757
3572,3,3572
10580,10,10580
17208,17,17208
8069,8,869
9602,9,9602
15946,15,15946
18741,18,18741
18908,18,18908
8909,8,8909
1879,1,1879
13508,13,13508
16761,16,16761
15208,15,15208
15570,15,15570
9563,9,9563
10846,10,10846
1004,1,14
3337,3,3337
22938,14,143938
307,0,307
12395,12,12395
5643,5,5643
19518,19,19518
21114,14,142114
1078,1,178
5900,5,5900
2545,2,2545
4587,4,4587
13777,13,13777
9012,9,912
6479,6,6479
550,0,550
18141,18,18141
4160,4,4160
19973,19,19973
3732,3,3732
14481,14,14481
5650,5,5650
11132,11,11132
19963,19,19963
12488,12,12488
15484,15,15484
12863,12,12863
9382,9,9382
11149,11,11149
528,0,528
16359,16,16359
7645,7,7645
16251,16,16251
18876,18,18876
14009,14,149
15403,15,15403
9852,9,9852
203,0,203
16689,16,16689
20615,14,141615
14825,14,14825
18643,18,18643
3340,3,3340
1698,1,1698
4862,4,4862
2852,2,2852
21575,14,142575
2391,2,2391
2035,2,235
9404,9,9404
15974,15,15974
14883,14,14883
15581,15,15581
6102,6,6102
11809,11,11809
7239,7,7239
7696,7,7696
10803,10,10803
13351,13,13351
2951,2,2951
20482,14,141482
3812,3,3812
14165,14,14165
9842,9,9842
14214,14,14214
4021,4,421
4498,4,4498
9518,9,9518
22289,14,143289
16603,16,16603
4383,4,4383
6420,6,6420
16931,16,16931
16354,16,16354
14544,14,14544
10989,10,10989
14217,14,14217
2470,2,2470
11377,11,11377
14826,14,14826
16817,16,16817
9546,9,9546
15143,15,15143
13633,13,13633
11198,11,11198
10410,10,10410
16309,16,16309
11171,11,11171
19288,19,19288
9120,9,9120
10774,10,10774
9343,9,9343
21103,14,142103
18211,18,18211
21601,14,142601
14035,14,1435
13275,13,13275
21064,14,142064
5921,5,5921
22523,14,143523
4576,4,4576
1438,1,1438
20863,14,141863
10459,10,10459
8437,8,8437
19212,19,19212
19543,19,19543
5386,5,5386
4139,4,4139
7888,7,7888
13589,13,13589
5372,5,5372
10103,10,10103
7661,7,7661
22385,14,143385
22292,14,143292
646,0,646
14450,14,14450
10077,10,1077
19739,19,19739
9280,9,9280
14326,14,14326
11156,11,11156
2295,2,2295
10936,10,10936
15718,15,15718
8554,8,8554
18645,18,18645
615,0,615
13431,13,13431
14821,14,14821
9354,9,9354
1119,1,1119
10042,10,1042
22420,14,143420
13510,13,13510
13949,13,13949
20839,14,141839
6442,6,6442
7218,7,7218
8230,8,8230
7357,7,7357
11107,11,11107
18423,18,18423
19958,19,19958
19755,19,19755
8780,8,8780
1743,1,1743
17473,17,17473
5269,5,5269
20515,14,141515
11199,11,11199
4113,4,4113
20966,14,141966
15898,15,15898
20550,14,141550
13194,13,13194
3345,3,3345
10455,10,10455
21528,14,142528
18694,18,18694
335,0,335
10678,10,10678
4679,4,4679
15966,15,15966
16719,16,16719
4493,4,4493
5746,5,5746
